Date,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2/15/23,20507,84900,44000,49400,28900,70143,107100,14500,14685,20800,15268,93000,42344,38750,12000,186250,18376,23350,27400,15409,78743,42500,16856,52900,102700,76000,17200,28350
2/16/23,20715,85000,45000,50100,29700,70143,107900,14750,15262,21300,15480,92900,42889,39000,12350,186940,18761,23900,27900,15538,78235,42500,17019,53400,102800,76500,17500,28400
2/17/23,20715,84900,45800,50400,29650,70143,107200,14700,15221,21000,15353,91300,42839,38600,12400,184377,18713,24400,27800,15441,78743,43300,17507,53500,102600,76000,17300,28400
2/20/23,21551,86000,47200,51200,30450,71175,109000,15450,15510,21900,16031,94500,43879,39400,12650,187432,19964,25700,28600,15927,79420,45200,17915,54100,102600,77500,18300,29350
2/21/23,21300,85500,46250,50500,29850,71175,108300,15350,15675,21600,15777,93800,44077,40600,12450,187728,19675,25350,28400,16056,79759,45200,17752,54300,102500,77200,17800,29600
2/22/23,20757,84500,45000,50000,28900,70315,107000,14550,15262,21200,15480,91000,42592,38200,12000,184279,18569,24700,27500,15247,78743,42600,17100,53000,100800,75500,17450,28100
2/23/23,21217,84600,45550,49600,29000,69971,105800,14800,14891,21500,15395,87600,42592,38350,12200,184377,18953,25000,27950,15538,78997,42000,17507,53000,98200,75700,17550,26500
2/24/23,20548,84100,44600,48900,28250,69456,106500,14300,14437,20800,15013,85900,41700,37700,12000,186250,18280,24300,27250,15214,79166,41000,17100,52900,96200,74700,17150,26500
2/27/23,20256,83400,44250,48200,27550,69026,104000,13950,13942,20100,14632,79900,40115,37050,12000,182604,17558,23600,27000,15053,78574,40900,16734,52500,98500,75200,17000,25750
2/28/23,20381,83700,44100,48500,27400,69198,103500,13950,14066,20000,14632,82000,39620,37300,12100,185264,17558,23750,26500,15085,79166,41500,16734,52600,100000,75500,17050,26700
3/1/23,21008,84300,45650,49450,28250,69198,105100,14400,14602,20900,14971,80500,40412,38650,12350,189699,18232,25400,27300,15538,78743,41200,17182,52700,101500,76900,17450,26800
3/2/23,20924,84000,46400,49000,27800,68768,105000,14250,14850,20600,14759,79000,39917,38650,12700,186332,17943,25600,27200,15409,78912,41100,17100,52800,101600,76500,17300,26200
3/3/23,20465,83500,45900,48450,27800,67479,104500,14100,14685,20350,14547,76000,39026,38800,12350,185242,17751,25000,26800,15150,76965,40950,16815,52700,101200,76000,17000,26000
3/6/23,20298,83700,45800,48000,28350,67221,103700,14200,14850,20400,14674,74400,39026,38900,12450,183261,18039,24900,27200,15182,77050,42100,16775,52600,96300,75000,17100,26150
3/7/23,20465,84000,46900,48300,29000,67736,104500,14400,15262,21100,14759,78300,39323,39000,12550,185143,18665,25000,27100,15214,77812,42300,16775,52700,97100,75800,17400,26600
3/8/23,20883,84500,48000,49000,29400,68338,105900,14500,15345,21200,14928,80400,39026,38900,12750,184747,19050,25350,27300,15506,78066,42350,16856,53000,98300,76500,18150,27250
3/9/23,21175,84000,47650,49450,29400,69284,106800,15150,15262,21200,15098,80800,39620,39000,13000,184747,19050,26500,27800,15862,78743,42400,17263,53000,101800,76500,18200,27000
3/10/23,20799,83800,47150,49200,29200,68338,107000,15000,15262,21300,15056,83900,39372,38150,12950,183855,19050,26000,27150,15538,77981,42850,17060,53100,100600,76900,18300,28000
3/13/23,20465,83700,46250,49500,29300,67822,108100,14950,15221,21100,14844,84500,39026,38050,13150,185242,18905,25000,26750,15732,77473,44750,16856,53300,100700,76900,19400,29100
3/14/23,20089,83100,45050,48700,29000,67651,107700,14300,14891,20300,14589,83600,38233,37100,12850,188214,18328,24400,26300,15668,77050,44750,16490,53000,101700,76600,19400,28800
3/15/23,20715,83200,46800,49300,29500,69198,107000,15200,15262,21300,15098,84700,39620,37650,13500,187719,19579,25350,27200,15959,77388,46000,17426,54000,104900,77100,19800,28500
3/16/23,20381,82200,46250,48600,28950,68080,104600,14850,14726,20850,14801,83800,39026,36350,13250,189205,19386,24600,26750,15959,77050,44500,17019,53300,102000,76400,19450,28950
3/17/23,20340,82400,46300,50000,29000,67908,103700,14900,15262,20400,14801,83500,39026,35400,13400,190195,19531,25050,26650,16380,75356,43350,17060,53200,108900,74500,19700,29500
3/20/23,20047,81600,45350,49000,28000,66705,103000,14350,14685,20000,14674,81500,37738,35400,12850,187223,18761,24200,26250,15517,72054,42550,16734,52800,105600,74300,19700,29000
3/21/23,20214,82000,45350,49000,28300,67135,103200,14450,14355,20450,14716,80100,38134,34700,13200,184252,19242,24600,26350,15517,73240,45400,16897,52800,103800,74400,20350,29450
3/22/23,20172,81500,46100,49000,28500,67479,102900,14500,14561,20300,14759,80500,37589,34700,13150,185738,19098,24800,26200,15661,75356,47650,16856,52800,104800,74400,21000,29700
3/23/23,20465,81900,45900,48900,28700,67049,102500,14500,14561,20400,14759,79000,37441,35850,13200,186233,19579,25000,26200,15841,76796,48000,16815,52800,105700,75300,21050,29300
3/24/23,20507,82000,45550,48500,28500,67565,102400,14800,14891,20400,15056,78000,37589,36350,13250,186035,19675,25050,26450,15805,75356,49000,17060,53300,106200,75000,21150,29250
3/27/23,20423,82200,46000,48500,28750,67994,102000,14900,15015,20800,15225,76700,37738,35700,13300,184252,20204,25500,26500,15733,77050,48400,17182,53300,106500,74600,21250,29300
3/28/23,20423,82300,46000,48500,28900,68080,103700,14800,14974,20700,15268,77600,38729,35800,13300,184252,20012,25400,27550,15697,77727,48000,17222,53400,106400,74400,21000,29250
3/29/23,20381,82200,46200,48300,29000,67908,102800,14750,14932,20800,15522,78800,38332,36000,13350,183657,20252,25350,28000,15733,78150,48000,17304,53500,106200,74900,20900,29250
3/30/23,20548,82300,46200,48450,29000,67994,102400,14700,15427,20800,15480,79200,38233,36900,13200,183261,20156,26000,27700,15913,78489,49550,17385,53700,106300,75000,20900,29900
3/31/23,20883,82900,46200,48450,29200,67994,102000,15500,15881,20800,15480,77800,38184,37450,13200,182964,20685,26200,28350,15948,77388,51500,17426,55000,105100,74400,21050,29550
4/3/23,21091,83500,45900,49000,29950,69542,102500,15950,15964,21000,15861,76800,38630,37500,13200,179299,21166,26750,29300,16344,78574,52600,17670,58000,102600,74400,21200,29600
4/4/23,21008,82000,46000,49200,29650,69198,101900,15950,15799,21100,15904,78400,39422,37950,13500,176327,21647,26900,29500,16236,77896,51000,17996,56800,102000,74200,21400,29450
4/5/23,21133,81200,45500,49050,30000,69284,101900,16200,16252,21500,15946,78400,39372,38050,13450,174841,21647,26250,29500,16308,77981,52200,17874,55500,102900,74500,21200,29450
4/6/23,20799,80500,46000,48500,29550,69026,101500,15600,16211,21500,15692,77000,38729,37350,13150,175237,21022,25650,29600,16595,77219,51200,17499,54500,102200,74300,20900,29500
4/7/23,20924,80200,45650,48500,29500,69198,101200,15900,16046,21200,15777,77600,38630,37700,13050,175336,21647,26000,29550,16595,76203,50700,17416,54400,103000,74700,20900,29200
4/10/23,20883,80000,44700,48900,29350,69026,99500,15900,16252,20700,15777,77200,40611,37300,13350,174940,21551,25950,30200,16595,75356,49800,17416,53800,102300,74400,20900,29100
4/11/23,20841,80200,44400,49150,29600,69026,99900,16250,16129,20800,15904,77900,40313,36950,13400,173355,21743,25950,30400,16595,74679,51500,17583,53600,102300,74400,21000,29050
4/12/23,20757,80000,44400,48500,29500,69026,99800,16350,16211,20750,15861,79500,40363,37000,13650,169393,21166,26100,30700,16595,74764,51600,17749,53100,99700,74300,20650,28700
4/13/23,20841,79800,44950,48400,29400,68424,100000,15950,16252,20450,15734,79200,40660,37200,13450,167907,20926,26450,30200,16667,74679,50500,17624,53000,99300,73500,20600,28400
4/14/23,20841,79300,44450,48000,29100,68424,98100,15300,16087,20650,15522,78100,39620,36500,13100,165430,20397,25700,28900,16667,74848,50000,17333,52900,98500,72800,20500,28600
4/17/23,20883,79400,45000,47200,29200,68424,97200,15400,15922,20850,15480,78100,39471,36100,13350,162458,20541,25900,29450,16523,74848,50300,17208,52900,99600,71700,20450,28300
4/18/23,20674,79500,44600,47000,29100,68252,96800,15500,15964,20950,15395,78200,39570,36800,13500,164241,20926,25900,29150,16380,74510,50800,17208,52800,99000,73000,20250,28500
4/19/23,20381,79200,44400,46150,28700,68166,95600,15050,15716,20800,15353,78700,40115,36400,13200,168798,20493,25500,29000,16056,74933,50400,17041,52600,100100,72000,19700,28300
4/20/23,20256,79400,44600,47000,28750,68252,96000,15150,15840,20800,15395,78000,40016,36450,13150,168897,20300,25700,28850,16092,74764,50700,16999,52600,99500,71900,19350,28300
4/21/23,20256,79100,44200,46850,28600,68166,95400,15100,15510,20700,15310,76400,38927,36750,12800,168897,20829,25600,28700,16200,74086,50300,16791,52700,97500,70900,19450,27900
4/24/23,20214,79100,43700,46400,28900,67994,93100,15300,15469,20650,15480,73300,38035,36750,13000,169492,20685,25550,29500,16415,74425,50500,16916,52600,97400,70500,19500,28150
4/25/23,20172,78700,43550,45600,28500,67393,92000,15100,15139,21050,15480,71300,37342,36400,12800,169393,20300,25050,29000,16344,74764,50200,16666,52500,95900,69900,19300,27700
4/26/23,20172,78700,44100,45850,28400,67307,93400,15350,15592,22000,15565,71400,38035,36900,12800,169393,20541,25400,30000,16523,75695,48000,17041,51900,95200,71000,19350,27500
4/27/23,20172,78500,43900,44850,28350,67307,92200,15450,15675,21700,15607,72300,38283,37450,12850,172364,20348,25150,29900,16559,76203,47500,16874,50500,95100,69500,19400,27000
4/28/23,20214,78700,43500,44900,28850,66619,92800,15550,15510,21650,15649,73100,38828,37450,13100,170383,20733,25300,29500,17098,76626,49500,17083,52100,97000,70000,19900,27700
5/4/23,20632,78100,43750,45250,28250,67479,92000,15700,15510,21300,15437,70600,37540,37450,13000,165034,20926,25150,29050,16954,74933,49500,16833,51300,95500,68600,19550,27250
5/5/23,20590,77900,43450,45900,27850,67393,91900,15500,15716,21450,15353,73000,37441,37800,13050,163944,20637,24950,28700,16775,76034,49000,16791,50700,96000,68800,19450,27150
5/8/23,20841,78100,44700,46000,27900,67479,93100,16200,15840,21600,15480,74100,37490,37800,13300,164935,21455,25650,29400,16703,78743,49400,16958,50900,96300,70400,19450,27450
5/9/23,20799,77700,45100,46000,28000,67822,94100,16150,15716,21800,15522,73600,37589,38000,13350,163548,21407,25750,29300,16918,78150,49300,16874,50600,95400,70700,19450,27400
5/10/23,20799,77600,45000,45950,28250,67908,93200,16850,15799,21700,15692,73600,38630,37750,13400,163647,21647,26350,29300,17062,77896,49350,17208,50600,96800,70500,19550,27800
5/11/23,20799,77500,45000,45700,28350,67994,92200,16700,15840,21750,15692,73800,38332,37750,13300,162954,21551,26400,29100,16954,77050,49150,17124,50500,96700,70000,19800,28050
5/12/23,20883,77500,45000,46000,28400,69198,92500,16800,16005,22350,15819,74400,38630,37550,13400,162359,22369,26800,29300,16918,78574,51200,17083,51700,97200,69600,19750,28150
5/15/23,20883,77400,44900,45500,28100,69628,92200,16150,16005,22100,15989,74100,38530,37800,13300,162557,22032,27000,29900,17170,77642,51700,17374,54400,97300,69000,19800,28400
5/16/23,20883,77400,45000,45300,27950,70057,92400,16000,16087,22000,15946,73300,38085,38050,13500,161468,22032,27400,29800,17134,78404,52200,17416,52900,97500,69700,19600,28400
5/17/23,20799,77500,44800,45050,27500,70057,91900,15850,16170,21800,15649,73100,37788,37500,13300,160973,21599,27000,29250,16703,78574,53400,17333,53200,98300,69000,19200,27900
5/18/23,20883,78500,44650,44800,27750,71261,93000,15850,16005,21950,15777,73200,37738,37450,13400,160774,21936,27200,29550,16811,80437,55000,17874,53200,99400,69200,19250,28100
5/19/23,20841,77900,44400,44300,28000,71175,94900,16250,16005,21800,15819,72400,37936,37600,13500,159189,22032,27850,29650,16846,79759,54100,17833,52500,98700,68600,19300,28000
5/22/23,20924,77800,44400,43800,27950,70917,94700,16500,16046,21900,15989,72000,38184,37750,13600,159189,22032,28150,30500,17098,78828,54100,17999,52100,99200,68200,19700,27900
5/23/23,21175,76700,43850,44600,27900,70487,93200,16400,16087,21700,15904,70400,37887,37500,13650,157505,21984,27950,30350,17026,78574,53700,17749,52600,98700,67000,19550,27700
5/24/23,21008,77000,43500,44450,27750,69885,92500,16100,16087,21300,15777,71800,37589,37300,13500,157010,21840,27400,29800,16882,78404,54500,17499,52600,98400,66300,19400,27650
5/25/23,20966,77400,43750,44100,27600,71519,94700,16750,16087,21200,15649,72000,37639,37350,13450,156515,21647,27000,29800,16811,78912,55000,17416,52600,98000,67100,19200,27700
5/26/23,20883,77400,43400,43550,27800,71433,93700,17200,16087,21100,15649,72000,37837,37650,13600,154038,21695,27200,29900,16990,77896,55000,17541,52000,98100,67100,19150,27700
5/29/23,21008,77800,43900,43950,28000,71433,93800,18200,16348,21450,15904,71600,38332,37900,13600,153840,22513,27700,30200,17457,78828,55500,17749,52700,99500,67100,19350,27700
5/30/23,21050,78000,43800,43800,28050,72206,92900,18400,16348,21350,15904,72800,39026,37900,13650,154534,22465,27700,30200,17313,80013,54900,17749,52400,98500,66500,19450,27700
5/31/23,21217,78000,44000,43500,28000,72292,92800,18200,16001,21200,15777,72000,38828,37500,13650,156515,22273,27700,29950,17960,79590,53500,17833,52000,97500,66100,19300,27100
6/1/23,21400,77700,43900,43650,27950,71777,92000,18800,16175,21400,15946,71800,38927,37450,13650,156713,22561,28000,30300,18786,79505,53000,17958,52000,97500,66100,19400,26850
6/2/23,21800,78000,44700,44100,28650,72034,92000,18900,16566,21600,16710,72300,40412,38250,13650,156515,23187,28300,32200,18894,80352,53400,19208,52000,96800,65900,19850,27100
6/5/23,21750,77800,44700,44500,28750,73066,94000,18350,16566,21650,16795,74100,40809,39100,13950,157902,23187,28050,31900,18750,82977,53700,19333,52100,96800,66500,19750,27100
6/6/23,21800,77900,44800,44950,28700,73324,95100,18750,16696,21750,17346,73600,41403,38900,13800,158496,24197,28300,32700,18535,83823,55000,19666,53200,97700,66400,19850,27350
6/7/23,21850,79600,44350,44650,28900,73066,94500,18550,16522,22600,17261,75500,41403,38900,13750,158298,24149,28350,32600,18858,82130,55300,19666,52800,96600,66200,19900,27250
6/8/23,21600,79300,43700,44100,28550,71863,93600,18000,16262,22800,16964,74400,40264,38300,13800,158298,23379,27600,31750,18391,84670,55400,19041,52400,97200,65500,19500,26900
6/9/23,21550,80000,43450,43800,28350,72722,93700,18050,16088,22900,17176,76500,41007,38000,13750,158000,24293,28100,32400,18650,85093,55500,19499,52300,96000,65800,19500,26700
6/12/23,21450,82000,43650,44500,28400,72980,93900,18150,16001,22950,17261,78400,42592,37950,13900,162000,24389,28200,32700,18400,85517,55400,19583,53400,96400,67900,19600,26700
6/13/23,21600,81400,44350,45000,28300,72550,94000,18200,16175,23100,17219,78800,42592,38050,13850,161800,24389,28200,32800,18150,86787,56700,19499,54100,96500,67600,19500,27100
6/14/23,21650,80800,44000,44600,28700,72378,94600,18000,16218,23050,17175,78000,41651,38050,13750,162000,24437,27800,32600,18150,86871,57000,19416,53800,97100,67100,19750,27150
6/15/23,21700,80000,43850,44400,29000,72292,96600,18050,16218,23250,17131,77100,41304,38300,13550,159000,24726,27800,32650,18150,87633,56500,19291,53500,97100,66300,19700,26850
6/16/23,21800,81200,43700,44050,28500,72636,95500,18000,16175,23450,17131,76600,40957,37200,13500,155000,25111,29000,32550,18200,88904,56000,19249,53500,95500,66100,19550,26500
6/19/23,21650,81000,43300,43700,28600,72808,95200,17900,15957,23350,17001,74500,41106,37200,13550,156800,25399,28750,32100,18300,86109,55000,19249,52100,95600,65800,19450,26550
6/20/23,21650,82000,43500,44000,29200,73496,96500,18100,16262,23650,17088,75200,42096,37200,13600,155300,25700,29250,32150,18250,84585,55100,19416,52000,95100,65500,19500,26650
6/21/23,21700,82100,43400,44150,29150,73754,95800,18500,16218,24000,17262,76100,42294,37500,13650,155000,26000,29400,32500,18400,84670,54600,19416,52400,94000,66300,19650,26800
6/22/23,21650,81300,43950,44150,29450,73496,95600,19350,16262,24850,17305,76300,42641,37650,13750,154800,26100,30000,32600,18400,85009,55700,19750,52400,94200,66900,19600,27000
6/23/23,21900,80600,44300,45100,29250,73152,95200,19000,16218,25400,17566,77300,42492,37600,13700,156500,26000,30300,32900,18500,84585,56000,19950,52000,94700,69100,20200,26850
6/26/23,22250,81300,44300,45250,29250,73754,96000,19600,16348,25200,17566,77700,43929,37650,13650,156000,25800,29600,33300,18450,84670,55500,19950,52200,94800,70600,20250,26700
6/27/23,22200,81000,44300,45300,29350,75043,96300,19600,16262,25800,17479,77700,43780,38150,13600,154400,26600,29600,32950,18400,84670,55900,19800,52400,95200,70500,20100,27450
6/28/23,22300,80000,45350,45150,30000,74785,95400,19300,16305,26600,18001,77000,43483,38100,13800,154700,26550,29900,33300,18450,85601,55400,19850,52200,94900,70600,20250,27300
6/29/23,21900,79200,44500,44300,29900,74355,94600,19050,15957,25800,17653,75400,42294,38500,13550,154000,25450,29550,32650,18100,86279,55000,19750,51800,94100,71900,19900,27000
6/30/23,22050,79200,43350,44100,29500,73926,93000,19400,16175,26150,17566,75200,42889,38350,13400,153600,25800,29800,32350,18000,84670,55000,19650,51000,94300,71000,19850,26800
