Date,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
3/24/21,17348,53604,33357,55024,29495,46016,85028,26982,13464,25288,14450,69686,42478,52901,12541,166793,18286,18400,39300,12924,62077,71623,18057,95912,128000,89496,16335,33400
3/25/21,17134,54384,33437,54931,29798,45777,85217,26455,13517,25038,14423,70423,42118,52807,12393,166318,17994,18750,39350,12900,62339,71255,17769,98135,128100,89315,16021,32850
3/26/21,17348,55553,33318,54007,29533,45478,84179,26167,13596,25706,14397,70341,42510,52526,12492,164417,18052,18950,39400,12804,62208,70518,17830,99912,130500,88317,16076,32200
3/29/21,17642,56040,33674,54746,30251,46374,84462,26695,13728,25761,14790,70505,42543,52244,12885,164702,18344,19200,39550,13140,62471,70886,18119,100268,131600,89768,16484,33050
3/30/21,17802,56333,33911,55486,30554,46075,84556,27030,13833,25845,14816,72470,42314,52150,12984,166318,18578,20500,40050,13331,62143,70960,19129,104001,131600,89950,16650,32600
3/31/21,17802,56040,33991,55116,30365,46434,84651,26647,13939,26039,14738,75746,42412,51774,12984,171070,18549,21450,40400,13355,62143,71697,19954,104801,129700,89224,16539,32700
4/1/21,18096,55943,34782,56318,31045,47629,85500,27270,14150,26985,15287,75582,43917,52901,13426,170120,19834,21600,41000,13427,63519,72949,20572,109335,132500,91582,17002,33850
4/2/21,18524,55943,35613,57151,31234,47689,85217,27126,14388,27291,15497,75910,44080,53089,13377,171070,20038,22600,41250,13571,64109,74202,20902,109335,132300,93123,17113,33850
4/5/21,18577,55943,36048,56134,31764,47570,84368,27126,14599,27430,15915,76155,43851,52526,13426,170595,20447,23150,41500,13619,66863,74939,21974,110490,132300,93032,17206,34500
4/6/21,18577,56040,36207,56966,32520,47450,84651,26743,14573,27486,16439,75254,43590,52432,13229,169169,20447,22750,42200,13499,66797,74939,22097,112890,133000,92035,17206,35000
4/7/21,18390,55553,36048,58630,32520,47570,84085,26838,14652,27514,16648,76810,43982,52432,13721,168219,20652,22300,42200,13811,66797,74055,21974,113513,133000,90766,17224,35400
4/8/21,18390,55943,35455,57706,32218,47570,83990,27222,14810,27458,16334,76155,43818,52526,13574,165368,20564,22200,41950,13859,65552,73465,21108,111468,133000,90584,17299,35300
4/9/21,18390,55651,35059,57706,32142,49064,83802,27318,14784,27570,16413,75418,43590,52526,13574,165368,20593,22700,41600,13811,63913,72876,20902,111024,131800,90494,17484,35000
4/12/21,18791,54871,35415,57706,32671,49064,82952,27222,14731,28488,16570,75254,44113,52526,14016,166318,21324,23450,42150,13979,64830,75012,21850,117335,131800,90675,18151,35300
4/13/21,18497,54871,34545,56226,31802,48227,81159,26407,14599,27876,16282,77138,44113,51586,13623,164797,20798,22700,41600,14195,63913,75528,21438,125068,131900,90675,18410,35300
4/14/21,18497,54871,34822,56134,32331,48406,81631,26215,14731,29489,16360,82461,44276,51868,13574,164132,21002,22900,41800,14219,64699,74055,21561,124446,132000,90040,18558,35000
4/15/21,18096,51167,34070,55024,31915,47809,81159,25544,14441,30324,16020,81887,43720,51116,13180,163182,20360,22350,40900,13811,63913,74570,21396,125246,131700,89859,18521,34000
4/16/21,17695,54676,33239,53544,31764,47629,81159,24442,14071,30379,15811,81969,43818,49613,12984,160711,19863,22100,40450,13283,63126,74423,21025,127113,129000,87864,18132,33950
4/19/21,18016,55456,34030,55024,32142,48705,82292,24921,14414,32160,15968,87701,44930,49331,12885,161566,20330,22900,41600,13571,64568,77002,21438,128002,129200,87139,18354,33950
4/20/21,17962,55456,34188,55486,31764,49542,83047,24155,14361,31826,15968,86391,46598,49707,12787,161566,19921,22500,41150,13331,67518,80023,22262,127202,131000,90040,18336,34600
4/22/21,17374,54578,32447,53637,29608,47809,80970,22477,13886,30602,15287,80413,46598,47921,12147,159285,18549,21000,39700,12948,67518,75970,21974,123379,130400,88861,18151,32200
4/23/21,17855,54578,33239,54561,31234,49601,81159,23244,14203,31381,15863,81887,48233,47921,12393,161566,19279,22450,40500,13427,68174,77370,21974,122935,129500,90222,18891,32800
4/26/21,17802,54578,32052,53082,30024,48406,76912,22717,13992,30658,15497,77793,46598,46935,11902,161566,18519,22550,39450,13020,64634,73391,22180,116890,127500,87048,19632,31150
4/27/21,18176,54578,31933,52619,29987,48227,76912,22429,14150,31325,15497,80250,46402,45666,11902,161376,18578,23100,39500,12996,64896,73686,21974,117424,127200,86776,19706,30600
4/28/21,18069,54578,32131,53082,30062,48287,77290,23963,14177,31158,15837,81068,45781,46982,12000,161376,18753,24200,39950,13068,64896,74349,22592,116890,126000,84962,20373,31500
4/29/21,18524,54578,32447,52989,30856,48346,78800,24682,14388,32327,15889,80250,46075,47264,12098,158810,19045,23900,41000,13140,65552,73170,22922,116446,124900,84781,21669,32000
5/4/21,18417,54578,32685,51417,32520,49542,78611,24202,14361,33273,16360,78530,45584,46653,11852,153203,19220,24100,43400,13427,64962,73097,22839,118757,124000,83058,22040,31300
5/5/21,18871,54773,33160,52065,32785,49542,80687,24202,15338,32994,16596,78612,46075,47827,12492,152442,19629,24700,45950,13739,66338,73391,22674,118846,124500,83421,22447,31600
5/6/21,18604,54773,32645,51787,32445,49422,80121,24250,15206,33050,16544,78284,46435,47733,12098,148261,19191,24400,47100,13499,65093,72728,24117,117779,122000,81245,22892,31200
5/7/21,18818,54384,32170,50123,33125,49601,79272,23771,15840,33829,16544,77793,45846,47639,11902,145410,19104,24000,47050,13955,63585,71549,24200,117335,119500,78887,22781,31000
5/10/21,19352,53604,32764,51880,33881,51275,81159,23627,16262,35053,17381,83198,45159,50083,12000,143034,20272,24300,48100,14914,64306,73023,24324,117779,119200,84328,23077,31750
5/11/21,19138,53311,33318,51787,33428,50916,80499,24202,15840,34497,17120,83116,44963,49801,12098,144649,19980,24650,47000,14866,64175,72212,25272,116446,119000,82696,23336,31000
5/12/21,19326,53311,33753,52527,34033,51036,81537,25880,15945,34886,17381,85163,45617,50083,12246,144174,20330,26350,49250,15321,63782,71991,25395,115379,119000,83240,23707,31200
5/13/21,19352,53117,33714,51417,35167,50199,80782,25401,15998,34219,17250,84344,45781,50740,12000,146550,20476,26300,48000,15106,63454,71476,25230,112446,117000,82061,24114,30900
5/14/21,19486,53019,33516,51602,35545,50677,79366,25209,16473,34163,17277,88520,46598,51492,12049,147215,20623,26400,48650,15321,63519,71623,25684,111379,117900,81154,24670,30650
5/17/21,19539,52629,33081,50492,35356,51215,77856,24298,16447,34441,17224,85327,46271,50740,11951,146835,20710,25950,47850,15633,62929,74276,25148,110224,114000,79069,24374,30700
5/18/21,19379,52629,32368,49938,35205,51992,77384,23771,16157,35276,17434,86064,46336,50740,11803,146360,20593,27300,48350,15393,62012,72876,24159,107557,113000,78887,24892,30000
5/19/21,19566,52532,32368,49198,36302,54263,77007,24298,16605,36778,18062,88438,46336,50928,11508,145885,21031,28500,50100,15777,61684,73981,24942,106757,110000,79341,25003,29350
5/20/21,19994,52142,33120,48828,36982,57071,76252,23675,16896,37056,18062,93024,49051,51116,11262,144554,22492,29400,50200,15825,64896,75160,25478,109246,111000,79794,24744,29500
5/21/21,20047,51362,35415,49290,36491,56056,76441,24298,16843,36500,18140,91632,47546,53935,11508,142748,22784,28850,50800,15825,63454,76560,25272,108890,112700,80882,25114,30350
5/24/21,20047,53994,36404,50215,38722,55876,77384,25976,16764,36389,18193,91714,47743,52901,11606,146265,23251,28900,50900,15993,63847,78107,25148,108535,113500,82696,24707,30850
5/25/21,20314,53994,36958,51047,38646,56056,78234,25880,17160,37501,18743,93024,47743,52807,11705,150066,23894,29350,51600,16832,65420,77076,25148,108712,113300,82061,24744,31200
5/26/21,20555,53994,36919,51325,38949,56952,77290,26311,17318,37724,19633,93024,47383,51962,11459,155674,23923,29500,52800,17240,65814,77886,25973,108179,113000,82514,25040,31250
5/27/21,20421,52142,35930,51880,37965,56056,75591,26695,16896,37167,19109,90076,46565,50646,11459,154913,23135,29800,51400,16832,64699,76928,26302,106935,113000,82061,24929,30750
5/28/21,20796,52629,37314,51325,38722,56653,77384,27557,17345,37334,19737,92123,46663,51492,11508,153488,24420,31850,53000,17312,65289,77076,26509,106490,112000,82605,25411,30550
5/31/21,22132,51655,38541,50030,40159,58506,77951,27413,17846,39883,19894,90158,45290,51304,11557,147786,25939,33800,53700,17959,64634,75602,28240,104446,110000,82061,25633,29400
6/1/21,22506,51265,37987,49568,39780,60476,78989,27174,18110,42002,19999,87619,44636,51398,11902,146360,25530,32400,53100,18127,67977,76634,29394,106668,106200,81517,25670,30700
6/2/21,23843,50680,37512,49568,39327,59365,82480,26695,17952,40867,20156,86555,45388,51868,11705,144459,26874,32200,52800,17839,69485,76928,29683,104446,106600,81063,26003,30100
6/3/21,24538,50680,38620,50770,40537,59157,83330,27318,18902,41094,21543,85982,45454,52056,12492,146265,28568,32750,54800,18343,69943,77665,30507,105335,106900,81789,26152,30500
6/4/21,24217,50680,38779,52804,40839,58809,86255,28660,18717,41246,21753,87865,44963,53747,12885,146075,28480,32150,54600,18702,68764,77002,30507,107557,107400,81154,26559,32200
6/7/21,22987,49900,37038,54099,39327,57421,85595,30097,18295,39883,20811,85572,44505,53183,12688,147405,27545,30700,52400,17839,67518,78107,29765,109335,111800,82073,26670,33350
6/8/21,21491,49803,35455,52712,37058,56102,83141,28037,17054,37840,19528,85163,44473,51398,11902,149021,25705,28600,49500,16784,65552,77592,28817,106490,117200,82348,26485,31650
6/9/21,22693,48926,35969,52157,38192,56726,82480,28084,17635,38067,20182,85572,44603,50552,11902,149116,27283,29600,50800,17216,66863,78181,30301,105601,115300,81797,26596,31700
6/10/21,22787,48926,34742,51325,37436,56865,81254,27318,17265,39051,19842,84426,44244,49331,11705,152062,27458,28900,50100,16904,66731,76707,29954,103557,113800,84643,26596,30800
6/11/21,23155,50680,35771,52989,40007,57976,82103,27941,18189,40186,20627,86801,44800,50740,11852,155959,29269,30500,52600,17551,67387,78107,30416,104890,115500,84460,26559,31500
6/14/21,22787,51655,35534,55486,39705,58185,84462,28516,18005,40564,20575,87538,45159,51680,12000,157289,30963,30800,52700,17408,66863,80981,29897,106668,115700,84919,26263,31950
6/15/21,23622,53604,35534,56596,39402,57768,83707,30481,18348,40262,20575,87210,45094,51492,11852,160141,30964,30100,52300,17264,67387,82971,29320,108179,117000,85286,24633,32850
6/16/21,23188,53506,35850,55764,38192,57699,86727,30720,17846,39202,20261,85327,44800,52620,11852,160616,29416,29200,50700,17072,68174,81055,28742,105868,116500,84276,24744,32800
6/17/21,23322,53604,36325,57336,38192,57351,88614,32542,17741,38900,20889,84344,45454,53277,12197,157765,30071,29400,50200,16976,68305,80318,28858,104001,116500,83542,24448,32850
6/18/21,23388,53604,36523,56411,38722,58185,87482,33069,18084,39429,21229,87210,46108,53089,12098,162707,30071,29650,51000,17024,71123,82897,29089,104357,116000,84552,24633,32500
6/21/21,23221,53117,35613,55209,38041,59434,87765,33069,17767,38748,21282,89012,47677,55063,12295,161566,29178,29850,50400,16904,69878,82528,29089,104357,114000,83175,24633,31800
6/22/21,23823,53409,35613,55394,39251,59295,89558,32925,18137,39127,21988,88848,47743,55063,12344,158810,29475,30200,50900,17000,70533,82160,29204,104446,115000,83175,24448,31500
6/23/21,23923,53214,35930,54376,39856,58948,88614,32110,18084,38900,21936,87456,47089,54200,12098,161756,29714,29750,51100,17144,71910,82013,29146,103912,115100,82624,25559,31500
6/24/21,24190,53214,35771,53637,40385,58809,90408,33356,18084,38294,21988,87210,47089,53721,11951,163372,29892,29000,50900,17096,72566,82602,28858,104446,115500,81430,25411,32000
6/25/21,24291,53214,36048,53914,40688,59157,92484,33500,18638,38370,22041,87128,46990,54200,11951,163372,31976,29500,51600,17216,73811,82602,28338,104446,115900,82348,25263,31600
6/28/21,24524,53019,37117,55486,41142,59504,92483,34794,19008,39656,22564,89175,47579,54776,11951,162612,32095,30200,53600,18055,73811,85107,28829,103735,115500,81889,25188,31800
6/29/21,24357,53019,37117,54654,40764,61517,90536,34219,18955,39202,22748,88848,48070,53913,11852,161186,32512,31000,53500,17887,74729,87392,28858,104890,120000,83542,24781,31700
6/30/21,23856,53019,37394,54007,39856,61101,90536,33548,18744,38975,22695,91222,49705,52570,11852,160711,32750,30600,52700,17623,76302,86950,28540,105779,121500,82991,25077,31750
7/1/21,24023,52824,37433,54561,39629,61726,91704,34890,19245,39959,22748,93739,49410,53241,11902,159380,34239,31000,53300,17839,76302,86360,28338,105424,120700,83450,26077,31800
7/2/21,24123,52629,37235,54654,39856,63809,94040,34698,19641,39581,22748,94069,51274,53145,11803,160806,34477,31500,54300,18103,75319,86950,28916,104446,120600,82716,26707,31700
7/5/21,25360,52629,36919,53914,39402,64364,89562,34794,19747,38748,22564,92170,54446,52282,11508,158240,33644,32600,58000,18846,74467,87318,28973,102224,118300,81889,26929,29500
7/6/21,24057,52532,34822,51695,36680,60406,83526,32398,18480,36326,20994,90022,50686,49596,11262,155864,31321,30350,54000,17527,73418,81276,29146,99557,119300,79870,26300,29500
7/7/21,24424,52337,36009,50400,38117,62837,89075,33212,19272,37764,22041,95804,54217,51035,11213,154438,32453,31050,56600,17983,74335,86213,28742,101335,121800,82440,26189,30900
7/8/21,24190,52337,36246,50770,37677,62351,90536,32542,18981,37083,22041,98942,56408,50171,11164,154438,32393,30200,56600,18103,72762,84739,29666,98668,120300,81155,25670,29900
7/9/21,23522,52142,35534,49105,36701,62281,89270,30289,18480,35797,21910,96547,57716,48732,10623,152062,31321,29100,56600,17743,71976,82897,30243,96535,118900,79870,25485,28000
7/12/21,21885,49218,33239,46516,34164,59782,85668,28180,17846,34018,21063,99025,57749,47629,9984,150922,29475,28400,53500,16808,70206,79581,28396,92446,120000,79227,23707,27000
7/13/21,21985,50972,33555,46886,33773,60406,89075,28755,17925,34434,21063,94978,57226,48924,10377,149211,30845,28700,53900,16688,67780,80686,27530,91557,119900,77391,23707,27850
7/14/21,21217,47415,33714,46238,32895,59157,88881,28084,17239,34056,20392,95969,54446,48828,10279,152062,30369,27400,51000,15825,66731,80686,25626,91557,117000,78034,22781,28250
7/15/21,21885,44101,33793,46701,34164,59295,88102,29235,17529,35191,20710,94978,54642,48828,10525,151967,31976,28800,52100,16161,67190,81276,25914,90668,114800,78217,23707,28000
7/16/21,22453,42006,33634,47163,33822,60268,87615,30049,17661,35380,20568,99520,54969,49020,10426,150161,31440,28450,51600,16257,67190,80318,25885,94046,115400,78860,23892,27700
7/19/21,21484,39667,31379,44389,31479,58809,84402,27989,16843,33526,19190,98612,51176,47006,9934,146835,29356,27500,48000,15130,63585,76855,24096,91468,114000,78034,22225,26800
7/20/21,22653,39082,32447,46146,32455,60268,86642,29522,17635,35797,19720,101585,53825,47341,10131,147310,31381,28100,49500,15825,65683,78549,24241,91557,114500,78860,22447,26700
7/21/21,22587,38205,32210,45776,32065,60129,85084,28947,17001,35380,19791,100759,53432,47965,10082,149021,30666,27850,50300,15873,64896,79581,23721,92446,114000,78309,22336,27400
7/22/21,22787,40863,32447,46978,32699,62073,87031,30193,17107,35721,20038,101502,54021,48828,10180,148546,31083,28000,51100,16233,65748,81792,24067,94401,114000,79686,22521,28200
7/23/21,22052,41011,31814,46608,31723,62837,85668,29714,17081,34661,19614,98281,52877,48157,10328,145980,30130,28700,49500,15825,63585,79286,23202,92446,113400,80420,21669,27000
7/26/21,21851,40371,31656,46793,31382,65058,85960,31152,17160,34510,19225,100016,52419,47869,10328,145885,30249,28700,49000,15777,62929,80760,22249,92623,114000,81614,21003,26750
7/27/21,22152,40568,31814,46701,31723,64711,86642,31439,17160,34964,19367,103650,51667,48253,10623,146835,30964,29100,49750,16353,62274,79434,22913,92712,114900,80329,21114,27650
7/28/21,22152,39928,32052,46423,32114,63878,86739,31295,17371,35343,19508,102824,51372,48445,10426,146835,31202,28900,49700,16400,63585,78476,23259,93512,114400,79778,20855,27200
7/29/21,22820,40863,32447,46608,33090,64850,87128,31775,17635,35645,20073,105467,53236,48924,10475,149211,32155,29300,50600,16640,64175,79507,23404,93423,114400,79686,21373,27350
7/30/21,24157,41159,32527,47256,33578,65267,87226,32302,17793,35797,20427,110670,53661,49212,10525,151112,32512,29900,51100,16784,64240,79802,24010,95290,113000,79043,22596,27650
8/2/21,23756,41159,33674,48365,32943,66378,91022,32110,18057,35759,20356,112487,55558,49404,10574,147405,32750,29300,50800,16520,63585,79655,24096,95557,115500,79411,22373,27500
8/3/21,23923,41159,34307,48735,33285,66516,90536,32302,18427,35759,20710,113808,55558,49116,10623,147595,33644,29800,51800,16568,64765,81718,24010,101779,116000,79961,22521,28300
8/4/21,23723,41060,34030,49753,33187,66378,91509,32062,18506,35948,20992,112321,55591,50171,10672,149496,33822,30650,52000,16832,64568,81423,23865,101335,116200,79961,22410,27900
8/5/21,24057,41159,33991,49568,33383,67072,91314,33404,18744,36932,21204,111496,56572,50267,10623,147976,34239,31050,52500,17216,65158,82307,24241,101335,116500,79502,22892,27950
8/6/21,23756,44014,33951,49753,33334,67072,89951,32781,18480,36629,20957,111083,56081,50747,10820,147500,33584,30300,51800,17024,64306,83929,24067,100712,117400,80053,22447,27950
8/9/21,24391,46082,34149,49845,33724,67697,90536,33740,18744,37613,21134,116451,56833,50747,10967,147405,35311,30700,52500,17216,64437,86508,24241,100535,119500,80512,22596,28600
8/10/21,24391,45147,34268,49383,33822,67905,93456,33548,18770,37386,20957,114386,56866,51610,11066,146455,35370,30600,52300,17264,64896,86213,24125,100446,118700,82073,22410,28350
8/11/21,24057,43817,34109,50123,33480,66725,92969,32685,18717,37045,20992,112817,57226,51227,11262,146550,34358,30400,52300,17743,65879,85476,24010,98668,118700,83450,22670,28000
8/12/21,23589,44310,33872,51140,33578,65128,91996,32877,18506,36629,20851,110670,55591,50843,11164,145505,34358,29600,52000,17455,65486,86213,23663,98757,118700,83083,22929,28000
8/13/21,23622,43423,33674,50307,33480,65961,90536,33356,18348,36818,20922,110257,55918,50747,11115,144269,35132,29700,52200,17455,65289,88423,23548,98579,118000,82532,23559,28000
8/16/21,23856,43817,34268,50123,34261,66380,91704,35657,18876,37424,21911,110257,55623,49980,11262,144079,36978,30300,54000,17791,65945,85476,24125,98312,117300,82165,24299,28500
8/17/21,23789,43817,33991,49568,33773,65819,89951,35944,18876,38143,22053,109431,55558,49500,11164,138282,36502,30150,53300,17911,66207,81792,24039,98900,117300,81981,24114,28050
8/18/21,23756,44310,33753,50585,33675,65959,90146,35992,18797,38143,21982,111083,56408,49500,11213,138757,35847,29950,52800,17863,66207,81055,23721,97900,118000,82624,23707,27800
8/19/21,23589,44802,33634,50862,33480,66310,88491,37190,19008,38521,21982,112569,56408,49404,11164,140658,37335,29950,53000,17599,67387,81792,23404,104000,120000,82899,23929,27950
8/20/21,22453,44802,32052,49383,31918,65117,85181,34842,18216,37083,21134,110505,53629,47581,10721,135906,37216,28300,50500,16784,65617,79655,22336,97700,119800,80604,23151,27050
8/23/21,21384,44260,31102,48088,31918,63854,83526,32781,17741,35948,20215,104888,51699,46526,10377,133054,37752,27000,48750,16209,63782,78992,20778,96200,120300,78952,22447,26050
8/24/21,21584,43817,31181,48643,31967,64486,83721,32589,17793,36137,20179,106127,52484,46814,10377,135335,36442,27250,49000,16329,63585,79065,20691,95400,122800,79227,22596,26150
8/25/21,21684,43817,31221,48735,31382,64486,84987,33740,17846,36629,20215,111496,52811,47533,11066,139897,36919,27350,49150,16736,63913,78844,21355,94600,127000,79778,22744,26300
8/26/21,21350,43719,30548,48643,30454,64135,84013,34027,17721,36099,19861,110670,52975,46718,11164,140277,36383,27100,48300,16353,63454,78549,20951,93100,125800,79870,22521,26450
8/27/21,21217,43128,30627,49383,30406,64556,84695,35848,17490,36024,19791,112239,53792,47485,11705,141133,36442,27300,48050,16305,64109,78770,20778,94800,126800,79870,22670,26800
8/30/21,21484,43817,31221,50862,31528,64696,85181,36040,17622,36856,20073,109513,54419,47533,11754,139897,37157,27900,49200,16616,65093,78770,21037,94100,126900,80237,22818,27200
8/31/21,21384,46181,30825,52712,31040,64837,87031,37142,17127,37310,19720,111496,54615,47677,11656,142558,36800,27350,48500,16353,65158,78402,20922,94100,126500,80237,22818,27300
9/1/21,21384,47264,30865,52527,31284,64837,86252,38436,16929,37235,19720,110092,54222,48732,12246,141323,36442,27200,48300,16400,65158,78844,20806,94100,125500,80879,22781,27900
9/6/21,21417,47756,30944,52157,31284,66591,88004,37670,17391,38748,20003,108275,54615,49020,12197,141798,35728,27550,48950,16688,65552,79876,20662,95000,125700,81063,22633,28100
9/7/21,21718,47264,31419,51140,31870,65608,86349,37238,17622,38370,20215,107201,54271,48349,11852,141323,35966,27900,49650,17455,65552,80760,21066,93900,124600,80597,23522,27200
9/8/21,21484,47953,31339,50123,31382,65328,85473,37382,17655,38824,20003,105714,54812,47293,11705,142463,38460,27300,48800,17312,65355,79507,21095,92000,124600,79757,22966,27100
9/9/21,21684,47854,31498,50770,31626,65398,86252,38293,17424,39278,20073,108192,58502,48541,11902,141418,38200,27350,49300,18127,65093,79360,21124,91300,129000,79570,23485,27450
9/10/21,21584,47608,31379,51787,31528,65608,86252,37670,17094,38975,19932,107366,58502,48445,11902,143889,38069,27200,49300,17935,65027,79213,20951,91300,129800,80784,23929,28000
9/13/21,21317,47756,30983,50492,31089,65258,86252,36136,16632,38445,19720,107862,61504,48253,11656,153488,37895,26900,48950,18271,64306,78844,20720,92000,128000,81438,24003,27900
9/14/21,21050,47756,30627,49938,30454,65819,86642,36424,16368,38067,19508,111909,61258,48061,11311,157765,36939,26650,48500,18031,64437,78844,20431,92000,125800,81251,23670,28300
9/15/21,20849,47264,30706,50030,30406,66029,89075,36903,16335,39051,19402,119672,61307,48828,11606,157765,37287,26600,48400,18343,63651,79574,20287,91400,126000,80410,23670,28550
9/16/21,20916,47264,31181,50400,30894,66450,90146,36807,16566,38824,19649,123719,60815,48924,11606,153013,36939,26750,49100,18534,64306,77825,20316,87800,126000,80691,24077,30000
9/17/21,21116,47017,31656,49568,31040,67152,89465,36951,16797,39202,19685,120580,60520,48637,11557,153013,37374,26800,49750,19565,63716,78894,20778,86800,124900,80784,24818,29200
9/20/21,21451,45984,31577,49845,31089,66240,86447,35848,16962,38824,19967,118103,60520,47965,11557,150447,37200,27100,50700,19230,65289,77631,22221,86700,124200,82839,25003,29300
9/21/21,21250,44507,31379,51510,30747,65608,85863,34890,16863,38445,19791,118516,60913,47581,11459,150161,36592,26800,50400,19182,64240,75299,22798,85600,123500,82932,24781,28400
9/22/21,21116,44704,31339,54561,30601,65398,86057,35465,16797,38521,19791,121406,61848,48061,11606,150161,36331,26700,50500,19230,65224,75785,22394,86100,123300,85453,24744,28450
9/23/21,21116,44802,31221,53452,30845,65328,88199,35657,16764,38597,19720,119755,64948,48157,11557,150352,36418,26600,50200,19925,65224,77048,21817,87100,123700,84800,24818,28900
9/24/21,21384,44802,31419,54376,30942,65047,88589,35465,16830,38445,20285,117607,64210,47965,11410,152062,36331,26750,50600,19949,65224,77339,22192,87000,125000,84706,24818,28500
9/27/21,21050,44310,31181,52249,30259,64626,87615,34123,16830,38445,19791,111496,61996,48061,11361,151112,34766,26500,49500,19182,64240,75979,21066,86100,129000,82932,24818,28250
9/28/21,21116,43522,31735,54284,30210,65258,92580,34315,16797,39808,19791,112321,62340,49020,11557,149306,35288,26550,49800,19518,65027,76271,21066,86500,129000,83399,24744,28500
9/29/21,20949,43719,31577,53637,29673,65398,94235,34506,16764,40337,19649,116451,62882,49884,12000,149021,34853,25800,49400,19853,64568,75979,20749,86700,128500,83679,24448,28300
9/30/21,21083,43916,31221,54007,29673,65258,94430,34411,16764,40035,19685,117772,62882,49500,11950,148641,35331,25700,49600,19949,63716,76076,20402,88000,127900,83679,24411,29100
10/1/21,21050,43325,30706,53544,29039,65187,100757,34602,16401,40413,19402,115625,62094,49788,12200,146550,34071,24700,49000,20429,62864,74813,19796,87700,128800,83866,23670,28200
10/4/21,20715,43817,30785,55024,28014,66380,101244,35561,15906,42002,19155,116616,62094,51610,12650,147310,33550,24300,48350,20141,62012,75785,19190,87800,131800,84239,23336,28250
10/5/21,21050,43719,31102,55394,28795,66240,106112,35944,16170,41851,19367,116616,62390,51706,12750,152537,35114,25750,49100,20381,62667,77145,19883,88600,130800,83679,23188,28450
10/6/21,20949,43719,31181,56411,28600,66240,110492,36280,16005,42456,19437,117442,63128,51706,12850,150542,34723,25500,50300,20285,62667,78214,19912,88600,129400,83399,22818,29400
10/7/21,20849,44310,30983,57243,28649,66170,108059,36615,15906,42078,19543,117029,62980,51802,12650,150732,35375,25500,50000,20141,63454,77728,19825,88800,128800,82932,23768,29300
10/8/21,21016,44260,31023,56596,28746,69398,109421,36088,16071,42154,19579,120167,63374,51706,12450,154628,35505,25700,50700,20213,63585,77631,19970,89300,128900,83679,23935,29150
10/11/21,21785,43867,31656,57336,30259,69608,109519,36232,16929,43289,20356,121406,63718,52666,12400,154913,36418,26500,53000,20668,63913,78700,20576,91900,132500,84053,24535,30450
10/12/21,21785,44014,31854,57243,30064,69468,109032,36232,16863,43138,20321,120167,64997,52762,12700,154913,35983,26600,53000,20477,63585,78602,20835,92900,132500,84426,24468,30800
10/13/21,21785,45787,31577,55486,29966,69748,108059,36525,16962,42986,20215,118185,65883,51610,12500,153013,35636,26250,52400,20333,63585,77728,20893,93100,133900,84146,24568,30400
10/14/21,21584,45196,31300,55394,29869,69327,108351,37402,17127,42986,20144,117359,65686,51706,12500,152062,35636,26400,52500,20285,63388,76659,21009,92500,134400,84053,24635,30700
10/15/21,21517,44556,31260,55301,29917,69398,109032,37207,16929,43365,20073,116451,65145,51418,12300,154723,35418,26850,52600,20884,63257,76465,21182,92600,131700,84053,25001,30500
10/18/21,21384,43916,31102,55116,29478,69468,113413,36866,16962,43819,20073,118103,64308,52186,12350,152062,35505,26900,52900,21100,62929,76659,21095,92600,131200,83866,25601,30800
10/19/21,21584,43867,31696,56781,29576,69187,111466,36525,16797,43289,19932,116451,63816,52570,12300,150637,35549,26200,52700,21052,63192,77145,21009,92400,135200,84333,25668,30300
10/20/21,21584,44113,31458,55949,29283,68485,111466,36525,16533,43062,19932,118185,63570,51706,12300,147500,35027,26300,53200,21148,62274,76562,21124,92300,135900,84053,25535,30950
10/21/21,21217,44310,31260,55486,29039,67854,109227,36135,16236,43289,19720,115790,62488,51323,12050,144459,34506,26100,52900,20956,61618,75688,21297,91000,131800,83212,25035,30600
10/22/21,21116,45442,31102,55764,28941,67503,109129,37304,16203,42911,19720,115708,62783,50747,12100,148736,34071,26200,52300,20716,61815,75785,21297,91800,131800,84520,24801,30650
10/25/21,20883,46968,31023,59648,29185,66591,109032,38278,16170,41700,19508,115955,63177,51898,12250,148926,33289,25600,50900,20141,61684,76271,20864,92100,131800,84146,24668,30400
10/26/21,20782,46771,31023,59463,29185,67994,110784,38424,16302,42608,19755,115295,62980,52378,12350,147690,33723,25600,51000,20381,61618,76465,21239,92200,132500,83679,24701,30600
10/27/21,20983,49233,31577,60018,30357,68906,118475,38960,16632,43819,20073,121241,64948,53049,12400,151967,35114,26500,51500,20764,62995,78700,21413,95000,134000,84426,25301,31200
10/28/21,21283,52482,31537,60665,30552,68766,121688,39009,16863,43894,20144,125288,64948,52570,12750,156434,35462,26700,51800,21292,64175,78700,21470,95000,133500,84613,25735,31000
10/29/21,22052,52187,32843,59833,30747,67994,121201,38765,16665,43213,20144,124627,64653,51898,12650,152537,35201,26600,51600,21508,64240,83072,21355,95800,132000,84706,25368,31200
11/1/21,21851,51301,33081,59278,31430,67222,118086,38327,16698,42154,20073,120167,63964,51706,13100,153963,35983,26600,51600,20812,63585,81906,21124,95800,130000,84053,25035,31150
